,ride_id,user_id,req_date
481,481,461,2022-10-11
482,482,364,2022-11-02
483,483,301,2022-11-05
484,484,648,2022-02-11
485,485,738,2022-10-27
486,486,917,2022-05-11
487,487,443,2022-06-05
488,488,791,2022-11-25
489,489,965,2022-09-30
490,490,128,2022-02-21
491,491,656,2022-08-12
492,492,870,2022-09-14
493,493,156,2022-02-04
494,494,640,2022-10-03
495,495,836,2022-10-27
496,496,821,2022-07-30
497,497,363,2022-04-21
498,498,235,2022-08-12
499,499,846,2022-11-17
500,500,495,2022-12-28
501,501,9,2022-03-02
502,502,835,2022-02-25
503,503,257,2022-12-20
504,504,174,2022-02-12
505,505,154,2022-12-31
506,506,53,2022-05-19
507,507,52,2022-12-06
508,508,670,2022-06-18
509,509,710,2022-10-19
510,510,113,2022-08-12
511,511,343,2022-08-21
512,512,552,2022-12-21
513,513,138,2022-10-24
514,514,226,2022-08-03
515,515,908,2022-05-16
516,516,907,2022-04-11
517,517,635,2022-03-26
518,518,80,2022-03-24
519,519,452,2022-08-31
520,520,444,2022-02-16
521,521,783,2022-01-24
522,522,138,2022-01-13
523,523,73,2022-06-13
524,524,2,2022-08-26
525,525,533,2022-10-01
526,526,942,2022-10-22
527,527,824,2022-09-29
528,528,622,2022-01-20
529,529,704,2022-07-21
530,530,671,2022-12-13
531,531,227,2022-06-16
532,532,550,2022-08-15
533,533,994,2022-01-08
534,534,563,2022-01-03
535,535,503,2022-02-19
536,536,73,2022-07-09
537,537,174,2022-01-11
538,538,70,2022-10-21
539,539,27,2022-12-26
540,540,291,2022-10-07
541,541,331,2022-10-14
542,542,547,2022-01-11
543,543,907,2022-09-16
544,544,94,2022-08-02
545,545,693,2022-09-12
546,546,636,2022-09-03
547,547,238,2022-03-05
548,548,568,2022-04-03
549,549,531,2022-07-06
550,550,165,2022-08-10
551,551,283,2022-11-05
552,552,216,2022-08-11
553,553,687,2022-12-15
554,554,296,2022-08-03
555,555,40,2022-06-06
556,556,197,2022-03-26
557,557,577,2022-06-26
558,558,150,2022-08-07
559,559,842,2022-05-29
560,560,610,2022-04-11
561,561,450,2022-02-09
562,562,267,2022-12-04
563,563,697,2022-07-27
564,564,378,2022-09-26
565,565,401,2022-03-19
566,566,659,2022-04-16
567,567,261,2022-03-26
568,568,498,2022-12-17
569,569,151,2022-11-22
570,570,916,2022-09-28
571,571,617,2022-07-11
572,572,292,2022-10-24
573,573,626,2022-01-07
574,574,997,2022-04-06
575,575,46,2022-07-26
576,576,71,2022-09-10
577,577,881,2022-11-27
578,578,769,2022-03-12
579,579,523,2022-08-09
580,580,174,2022-03-22
581,581,754,2022-02-12
582,582,934,2022-10-19
583,583,593,2022-06-22
584,584,904,2022-04-16
585,585,272,2022-08-05
586,586,761,2022-04-16
587,587,937,2022-04-30
588,588,657,2022-11-10
589,589,953,2022-04-03
590,590,78,2022-03-29
591,591,21,2022-11-14
592,592,310,2022-10-22
593,593,887,2022-07-06
594,594,134,2022-03-30
595,595,647,2022-08-16
596,596,18,2022-12-01
597,597,729,2022-10-19
598,598,904,2022-06-09
599,599,452,2022-12-30
600,600,570,2022-04-22
601,601,2,2022-01-19
602,602,755,2022-06-10
603,603,281,2022-11-02
604,604,11,2022-04-28
605,605,413,2022-03-10
606,606,448,2022-05-10
607,607,164,2022-07-14
608,608,333,2022-09-02
609,609,176,2022-05-08
610,610,403,2022-07-24
611,611,949,2022-01-25
612,612,113,2022-01-13
613,613,774,2022-01-05
614,614,181,2022-01-13
615,615,454,2022-10-02
616,616,422,2022-01-19
617,617,37,2022-08-08
618,618,333,2022-05-22
619,619,996,2022-04-14
620,620,134,2022-12-29
621,621,730,2022-12-03
622,622,818,2022-06-27
623,623,584,2022-05-06
624,624,780,2022-09-16
625,625,576,2022-05-21
626,626,892,2022-05-16
627,627,82,2022-01-21
628,628,646,2022-02-02
629,629,905,2022-04-05
630,630,792,2022-06-20
631,631,698,2022-10-21
632,632,287,2022-11-29
633,633,39,2022-07-07
634,634,26,2022-07-24
635,635,92,2022-11-01
636,636,187,2022-05-13
637,637,348,2022-09-12
638,638,131,2022-03-19
639,639,124,2022-12-24
640,640,380,2022-04-14
641,641,894,2022-09-18
642,642,909,2022-05-28
643,643,738,2022-01-16
644,644,892,2022-05-26
645,645,754,2022-01-29
646,646,634,2022-10-13
647,647,999,2022-07-03
648,648,599,2022-09-17
649,649,596,2022-10-17
650,650,679,2022-12-02
651,651,52,2022-01-29
652,652,362,2022-08-26
653,653,168,2022-01-12
654,654,904,2022-02-24
655,655,689,2022-06-10
656,656,396,2022-07-30
657,657,661,2022-12-16
658,658,884,2022-11-26
659,659,69,2022-06-27
660,660,248,2022-06-05
661,661,203,2022-10-06
662,662,686,2022-10-27
663,663,491,2022-12-31
664,664,481,2022-09-21
665,665,395,2022-12-05
666,666,7,2022-12-18
667,667,825,2022-11-28
668,668,661,2022-02-13
669,669,478,2022-04-15
670,670,335,2022-05-16
671,671,407,2022-01-19
672,672,155,2022-06-10
673,673,238,2022-09-17
674,674,223,2022-12-10
675,675,919,2022-02-01
676,676,99,2022-01-18
677,677,12,2022-12-30
678,678,275,2022-04-11
679,679,15,2022-09-09
680,680,347,2022-03-12
681,681,653,2022-12-13
682,682,896,2022-12-12
683,683,400,2022-11-14
684,684,808,2022-06-05
685,685,598,2022-02-27
686,686,136,2022-02-25
687,687,570,2022-06-10
688,688,461,2022-07-01
689,689,481,2022-05-09
690,690,576,2022-05-11
691,691,251,2022-05-11
692,692,557,2022-08-02
693,693,569,2022-10-27
694,694,819,2022-06-17
695,695,687,2022-09-26
696,696,419,2022-04-08
697,697,530,2022-09-23
698,698,96,2022-07-23
699,699,484,2022-02-22
700,700,41,2022-12-17
701,701,630,2022-12-17
702,702,100,2022-09-22
703,703,433,2022-04-24
704,704,51,2022-02-15
705,705,244,2022-06-03
706,706,512,2022-12-01
707,707,809,2022-05-28
708,708,110,2022-04-27
709,709,669,2022-01-10
710,710,220,2022-01-10
711,711,972,2022-01-09
712,712,992,2022-09-27
713,713,277,2022-06-05
714,714,936,2022-10-31
715,715,320,2022-05-22
716,716,278,2022-10-31
717,717,482,2022-10-06
718,718,738,2022-07-21
719,719,919,2022-02-11
720,720,56,2022-11-26
721,721,897,2022-07-31
722,722,374,2022-05-31
723,723,339,2022-02-24
724,724,802,2022-08-22
725,725,414,2022-05-30
726,726,716,2022-01-22
727,727,672,2022-07-15
728,728,112,2022-03-21
729,729,276,2022-04-14
730,730,308,2022-05-21
731,731,65,2022-12-09
732,732,733,2022-10-07
733,733,63,2022-12-31
734,734,334,2022-12-15
735,735,988,2022-06-10
736,736,277,2022-08-17
737,737,855,2022-11-28
738,738,362,2022-10-21
739,739,185,2022-08-15
740,740,993,2022-09-27
741,741,497,2022-04-04
742,742,576,2022-05-05
743,743,563,2022-10-11
744,744,976,2022-05-25
745,745,103,2022-05-26
746,746,575,2022-04-13
747,747,653,2022-05-17
748,748,796,2022-01-24
749,749,314,2022-12-30
750,750,625,2022-05-20
751,751,391,2022-06-25
752,752,182,2022-01-24
753,753,468,2022-02-02
754,754,833,2022-02-12
755,755,234,2022-09-02
756,756,390,2022-05-24
757,757,687,2022-03-01
758,758,385,2022-01-18
759,759,611,2022-07-03
760,760,122,2022-08-09
761,761,339,2022-09-09
762,762,244,2022-10-12
763,763,789,2022-09-15
764,764,555,2022-06-28
765,765,38,2022-11-11
766,766,492,2022-08-12
767,767,729,2022-09-15
768,768,778,2022-05-11
769,769,525,2022-06-26
770,770,594,2022-12-04
771,771,700,2022-06-19
772,772,345,2022-08-14
773,773,485,2022-02-01
774,774,324,2022-03-31
775,775,437,2022-08-26
776,776,471,2022-04-22
777,777,469,2022-10-22
778,778,318,2022-09-21
779,779,216,2022-05-14
780,780,123,2022-04-23
781,781,446,2022-04-08
782,782,419,2022-06-19
783,783,161,2022-04-20
784,784,352,2022-08-29
785,785,582,2022-12-22
786,786,315,2022-08-01
787,787,266,2022-01-02
788,788,817,2022-05-12
789,789,534,2022-09-16
790,790,965,2022-12-15
791,791,456,2022-04-13
792,792,527,2022-06-29
793,793,315,2022-03-13
794,794,109,2022-04-23
795,795,264,2022-08-04
796,796,291,2022-11-13
797,797,544,2022-08-29
798,798,387,2022-07-04
799,799,484,2022-01-22
800,800,232,2022-10-27
801,801,805,2022-10-09
802,802,165,2022-01-08
803,803,314,2022-02-01
804,804,614,2022-02-10
805,805,461,2022-08-05
806,806,600,2022-08-05
807,807,666,2022-11-16
808,808,503,2022-09-28
809,809,391,2022-03-07
810,810,643,2022-07-01
811,811,469,2022-12-18
812,812,447,2022-10-23
813,813,496,2022-04-09
814,814,161,2022-03-11
815,815,630,2022-01-27
816,816,473,2022-03-15
817,817,593,2022-06-28
818,818,844,2022-07-19
819,819,687,2022-10-15
820,820,811,2022-12-28
821,821,149,2022-11-02
822,822,139,2022-10-14
823,823,517,2022-11-03
824,824,844,2022-06-27
825,825,912,2022-02-13
826,826,730,2022-05-01
827,827,535,2022-04-07
828,828,672,2022-08-30
829,829,510,2022-07-12
830,830,159,2022-02-04
831,831,289,2022-12-29
832,832,481,2022-11-30
833,833,488,2022-12-23
834,834,162,2022-02-19
835,835,880,2022-11-08
836,836,296,2022-04-04
837,837,916,2022-02-10
838,838,546,2022-11-09
839,839,262,2022-01-19
840,840,878,2022-01-08
841,841,54,2022-12-19
842,842,806,2022-03-13
843,843,615,2022-10-24
844,844,6,2022-05-17
845,845,960,2022-11-16
846,846,197,2022-04-27
847,847,602,2022-08-06
848,848,437,2022-05-24
849,849,602,2022-04-20
850,850,893,2022-04-18
851,851,73,2022-10-06
852,852,805,2022-01-23
853,853,128,2022-10-07
854,854,275,2022-01-24
855,855,359,2022-07-10
856,856,868,2022-11-01
857,857,645,2022-11-15
858,858,21,2022-11-17
859,859,357,2022-05-06
860,860,913,2022-03-05
861,861,55,2022-07-02
862,862,408,2022-09-01
863,863,983,2022-01-31
864,864,92,2022-09-25
865,865,515,2022-10-17
866,866,561,2022-01-26
867,867,437,2022-07-24
868,868,557,2022-06-27
869,869,817,2022-08-01
870,870,976,2022-12-12
871,871,215,2022-04-01
872,872,910,2022-03-05
873,873,52,2022-07-31
874,874,354,2022-01-16
875,875,634,2022-07-09
876,876,974,2022-11-26
877,877,118,2022-08-23
878,878,193,2022-04-12
879,879,420,2022-05-06
880,880,240,2022-05-30
881,881,398,2022-05-16
882,882,373,2022-06-04
883,883,622,2022-10-11
884,884,430,2022-05-16
885,885,473,2022-08-07
886,886,939,2022-01-26
887,887,928,2022-06-11
888,888,807,2022-05-19
889,889,821,2022-08-29
890,890,480,2022-08-05
891,891,422,2022-11-27
892,892,334,2022-07-27
893,893,553,2022-03-15
894,894,552,2022-12-26
895,895,666,2022-03-05
896,896,388,2022-11-01
897,897,859,2022-06-12
898,898,108,2022-02-19
899,899,916,2022-09-07
900,900,246,2022-04-29
901,901,246,2022-03-09
902,902,397,2022-07-21
903,903,485,2022-07-04
904,904,102,2022-04-21
905,905,784,2022-12-06
906,906,136,2022-01-22
907,907,905,2022-02-08
908,908,475,2022-11-26
909,909,385,2022-07-22
910,910,324,2022-01-25
911,911,104,2022-08-11
912,912,750,2022-11-08
913,913,887,2022-11-10
914,914,400,2022-11-27
915,915,291,2022-09-30
916,916,354,2022-06-08
917,917,225,2022-08-30
918,918,738,2022-03-31
919,919,558,2022-06-30
920,920,356,2022-06-28
921,921,513,2022-07-13
922,922,777,2022-11-06
923,923,431,2022-04-02
924,924,744,2022-05-14
925,925,472,2022-05-13
926,926,643,2022-02-09
927,927,140,2022-01-03
928,928,953,2022-08-20
929,929,253,2022-07-08
930,930,977,2022-02-17
931,931,556,2022-07-22
932,932,745,2022-12-18
933,933,794,2022-09-19
934,934,531,2022-06-23
935,935,638,2022-03-13
936,936,912,2022-03-21
937,937,254,2022-04-11
938,938,772,2022-08-05
939,939,935,2022-10-14
940,940,721,2022-04-27
941,941,38,2022-09-21
942,942,815,2022-06-05
943,943,919,2022-01-17
944,944,240,2022-01-14
945,945,481,2022-05-03
946,946,823,2022-04-07
947,947,756,2022-11-28
948,948,381,2022-08-15
949,949,30,2022-09-21
950,950,697,2022-10-30
951,951,620,2022-07-06
952,952,700,2022-02-28
953,953,19,2022-08-05
954,954,568,2022-01-05
955,955,559,2022-02-28
956,956,79,2022-08-24
957,957,741,2022-01-28
958,958,573,2022-05-08
959,959,808,2022-10-03
960,960,858,2022-10-05
961,961,59,2022-05-10
962,962,985,2022-07-07
963,963,478,2022-02-03
964,964,220,2022-10-11
965,965,455,2022-05-17
966,966,338,2022-04-20
967,967,919,2022-12-10
968,968,32,2022-08-30
969,969,880,2022-06-17
970,970,165,2022-10-12
971,971,219,2022-01-18
972,972,755,2022-07-05
973,973,998,2022-01-05
974,974,345,2022-06-14
975,975,494,2022-08-02
976,976,831,2022-08-28
977,977,975,2022-05-07
978,978,556,2022-01-10
979,979,880,2022-07-01
980,980,366,2022-01-28
981,981,947,2022-07-15
982,982,781,2022-03-07
983,983,366,2022-03-22
984,984,520,2022-09-27
985,985,890,2022-02-18
986,986,995,2022-06-06
987,987,396,2022-08-07
988,988,372,2022-09-15
989,989,737,2022-04-06
990,990,403,2022-02-23
991,991,695,2022-06-23
992,992,736,2022-04-17
993,993,944,2022-03-03
994,994,584,2022-06-09
995,995,451,2022-04-02
996,996,805,2022-07-21
997,997,900,2022-03-26
998,998,430,2022-06-16
999,999,547,2022-10-02
