,user_id,spend_date,platform,amount
77,178,2014-10-25,desktop,700
78,10,2016-06-18,desktop,300
79,55,2013-05-14,mobile,700
80,137,2022-05-12,mobile,800
81,33,2021-11-18,mobile,900
82,120,2010-11-29,desktop,800
83,48,2015-03-04,desktop,600
84,24,2015-08-02,desktop,200
85,53,2015-07-22,desktop,200
86,47,2013-01-23,mobile,800
87,15,2018-07-21,mobile,400
88,194,2013-03-13,mobile,200
89,164,2016-09-12,mobile,700
90,64,2017-07-23,desktop,200
91,121,2010-10-07,mobile,200
92,21,2013-04-21,mobile,500
93,114,2012-07-06,desktop,800
94,21,2015-01-15,desktop,800
95,154,2022-11-30,desktop,300
96,131,2011-01-23,desktop,500
97,195,2012-09-11,desktop,400
98,39,2018-09-29,mobile,100
99,34,2022-10-08,desktop,100
100,113,2015-05-17,mobile,600
101,136,2022-11-19,desktop,800
102,119,2018-07-03,mobile,100
103,123,2020-02-05,desktop,400
104,131,2010-10-10,desktop,500
105,197,2020-05-26,desktop,900
106,181,2010-12-30,mobile,500
107,173,2010-05-03,mobile,600
108,106,2018-06-14,mobile,500
109,61,2014-06-16,desktop,500
110,149,2013-11-11,desktop,100
111,122,2021-02-26,desktop,300
112,25,2010-09-14,desktop,200
113,28,2013-05-08,desktop,300
114,58,2016-11-29,mobile,900
115,119,2019-07-07,desktop,300
116,96,2014-04-26,desktop,900
117,83,2013-06-24,desktop,200
118,90,2021-10-31,desktop,100
119,84,2017-08-06,desktop,800
120,134,2022-12-19,mobile,800
121,33,2016-07-18,mobile,700
122,177,2013-12-30,desktop,600
123,25,2010-02-02,desktop,300
124,6,2012-09-08,mobile,700
125,50,2019-11-09,mobile,100
126,3,2014-09-24,mobile,300
127,193,2014-08-15,mobile,900
128,120,2010-10-17,mobile,900
129,175,2015-11-08,mobile,900
130,168,2010-05-04,mobile,600
131,69,2012-02-01,desktop,700
132,29,2010-12-05,desktop,200
133,117,2018-12-15,mobile,700
134,193,2022-03-06,desktop,200
135,8,2017-07-28,desktop,600
136,38,2010-11-07,mobile,700
137,51,2019-09-25,desktop,400
138,108,2017-08-29,mobile,500
139,9,2022-09-11,desktop,200
140,19,2017-07-21,mobile,400
141,64,2012-02-03,mobile,300
142,76,2019-07-13,mobile,600
143,143,2020-02-24,desktop,600
144,42,2012-02-11,desktop,500
145,5,2013-01-17,mobile,500
146,60,2014-03-03,desktop,900
147,3,2010-11-11,desktop,900
148,122,2013-02-05,desktop,200
149,19,2020-07-16,desktop,300
150,69,2014-07-04,mobile,100
151,81,2011-04-21,desktop,200
152,52,2016-03-16,desktop,600
153,45,2013-06-17,desktop,900
154,94,2016-03-05,mobile,700
155,147,2020-08-10,mobile,500
156,95,2018-09-14,mobile,300
157,53,2017-11-03,mobile,100
158,35,2012-04-09,desktop,300
159,13,2020-06-11,desktop,500
160,185,2014-08-14,mobile,200
161,77,2015-05-07,mobile,300
162,53,2018-01-10,mobile,900
163,98,2013-06-19,mobile,500
164,58,2011-12-17,mobile,200
165,57,2021-04-22,mobile,500
166,52,2012-09-03,desktop,700
167,8,2013-02-01,desktop,700
168,76,2019-06-17,desktop,400
169,91,2019-09-11,mobile,900
170,120,2019-08-02,desktop,900
171,60,2021-12-17,desktop,900
172,164,2018-10-13,mobile,100
173,49,2011-11-08,desktop,200
174,13,2019-01-25,mobile,900
175,193,2010-01-03,desktop,700
176,141,2021-04-19,desktop,300
177,146,2022-04-08,desktop,300
178,126,2010-09-16,desktop,400
179,46,2016-10-22,desktop,100
180,113,2012-06-21,mobile,100
181,156,2018-06-12,mobile,100
182,107,2014-09-28,desktop,100
183,161,2022-06-20,desktop,800
184,60,2021-08-15,desktop,900
185,30,2010-12-08,desktop,600
186,155,2021-10-20,mobile,100
187,27,2010-02-20,mobile,300
188,115,2019-08-05,mobile,200
189,77,2015-06-18,desktop,700
190,134,2021-11-27,mobile,600
191,3,2017-03-08,mobile,800
192,94,2011-02-13,desktop,300
193,33,2022-05-27,desktop,600
194,40,2018-03-10,mobile,800
195,7,2021-10-09,desktop,300
196,104,2015-05-11,mobile,100
197,5,2012-05-08,mobile,100
198,34,2016-10-25,mobile,800
199,183,2014-02-10,mobile,300
200,184,2019-10-10,mobile,800
201,133,2015-03-31,desktop,300
202,13,2014-03-23,mobile,700
203,184,2013-10-03,mobile,400
204,92,2017-01-06,desktop,800
205,7,2021-03-16,desktop,500
206,148,2013-07-29,desktop,500
207,114,2021-10-14,desktop,300
208,173,2018-06-02,desktop,200
209,184,2015-09-05,desktop,900
210,109,2014-12-25,mobile,900
211,23,2015-04-11,mobile,500
212,69,2020-12-27,mobile,800
213,28,2012-09-27,mobile,800
214,54,2018-08-22,mobile,200
215,126,2018-11-29,mobile,700
216,167,2022-02-25,desktop,800
217,181,2018-07-18,mobile,500
218,133,2018-08-01,desktop,800
219,56,2013-07-23,desktop,500
220,129,2016-10-26,mobile,700
221,177,2011-05-04,mobile,100
222,106,2017-02-04,mobile,600
223,104,2021-08-17,mobile,100
224,103,2018-01-04,mobile,700
225,70,2018-09-16,desktop,400
226,161,2014-02-24,mobile,700
227,136,2012-11-28,mobile,600
228,37,2016-08-06,mobile,500
229,73,2021-12-29,desktop,600
230,137,2020-08-28,desktop,200
231,148,2015-10-26,mobile,900
232,105,2010-12-02,mobile,500
233,121,2013-05-22,desktop,800
234,30,2014-03-27,mobile,600
235,134,2014-11-07,mobile,500
236,40,2015-08-15,mobile,300
237,174,2016-12-01,mobile,400
238,52,2019-05-11,mobile,100
239,78,2010-05-30,desktop,700
240,61,2020-01-16,desktop,600
241,122,2018-08-25,desktop,800
242,158,2016-07-31,mobile,100
243,154,2022-02-17,mobile,200
244,46,2010-07-15,mobile,900
245,109,2014-09-23,mobile,500
246,126,2022-05-21,desktop,600
247,65,2022-03-22,mobile,400
248,37,2015-10-16,mobile,800
249,85,2022-08-19,mobile,100
250,113,2022-05-29,desktop,700
251,197,2016-11-24,mobile,800
252,2,2021-01-01,mobile,100
253,144,2016-10-20,desktop,900
254,90,2019-11-30,mobile,900
255,136,2016-02-25,mobile,900
256,189,2011-08-04,mobile,300
257,104,2015-12-21,desktop,400
258,20,2012-06-21,desktop,300
259,163,2014-09-16,mobile,600
260,41,2018-05-09,mobile,700
261,31,2010-12-14,desktop,900
262,192,2019-09-21,mobile,800
263,57,2010-04-26,mobile,100
264,41,2020-01-28,desktop,400
265,61,2012-01-11,desktop,400
266,26,2017-09-03,mobile,200
267,143,2014-02-07,desktop,300
268,195,2017-03-23,desktop,400
269,124,2011-11-30,desktop,400
270,176,2021-03-07,desktop,300
271,82,2010-04-24,mobile,900
272,155,2011-05-13,mobile,100
273,101,2022-08-03,mobile,800
274,62,2010-07-06,desktop,700
275,123,2018-04-20,mobile,400
276,18,2016-05-02,mobile,700
277,58,2015-01-10,desktop,900
278,192,2014-02-22,desktop,600
279,171,2010-11-10,desktop,200
280,65,2019-08-24,desktop,100
281,153,2021-07-17,mobile,700
282,192,2010-07-18,mobile,100
283,130,2019-07-02,mobile,600
284,144,2013-07-19,mobile,500
285,127,2019-10-31,mobile,600
286,49,2011-12-20,desktop,100
287,14,2017-05-20,desktop,800
288,199,2014-07-19,desktop,800
289,26,2015-12-23,mobile,500
290,139,2012-05-19,desktop,200
291,63,2015-03-30,desktop,700
292,157,2012-10-18,desktop,700
293,120,2020-05-06,desktop,300
294,165,2018-07-08,desktop,700
295,50,2011-05-22,desktop,400
296,194,2019-08-07,mobile,200
297,156,2017-01-30,mobile,600
298,91,2015-08-04,desktop,100
299,7,2011-11-25,desktop,400
300,180,2013-02-28,mobile,200
301,128,2011-01-12,desktop,700
302,30,2012-01-20,mobile,200
303,42,2010-05-23,mobile,700
304,79,2016-11-21,desktop,600
305,142,2022-01-19,mobile,500
306,1,2017-05-03,desktop,200
307,155,2016-11-10,desktop,500
308,70,2011-04-12,mobile,100
309,9,2017-01-21,desktop,200
310,87,2018-01-26,desktop,100
311,140,2019-01-11,desktop,300
312,4,2011-12-01,desktop,100
313,63,2010-01-05,desktop,700
314,190,2022-04-25,desktop,100
315,163,2015-07-15,mobile,800
316,34,2011-06-24,desktop,400
317,52,2020-03-04,desktop,500
318,31,2021-01-24,desktop,100
319,172,2021-03-08,mobile,400
320,186,2019-11-22,desktop,200
321,102,2011-04-26,mobile,100
322,23,2022-07-24,mobile,700
323,69,2018-02-18,mobile,600
324,190,2012-06-12,mobile,500
325,74,2020-04-24,desktop,200
326,104,2017-03-21,desktop,100
327,165,2017-01-20,mobile,500
328,22,2022-02-06,desktop,200
329,183,2012-04-14,desktop,600
330,199,2010-10-02,desktop,600
331,185,2010-06-20,desktop,600
332,140,2013-04-20,mobile,700
333,198,2013-12-12,desktop,400
334,119,2022-08-13,desktop,400
335,154,2011-04-10,desktop,300
336,190,2021-09-18,desktop,100
337,164,2018-12-21,mobile,900
338,147,2018-12-18,mobile,200
339,3,2021-06-11,mobile,400
340,22,2011-12-14,desktop,300
341,32,2021-05-31,desktop,400
342,121,2015-09-29,desktop,300
343,131,2012-12-08,mobile,500
344,54,2021-12-27,mobile,500
345,76,2020-01-12,desktop,100
346,27,2019-09-15,desktop,900
347,93,2010-12-09,mobile,800
348,58,2013-10-25,desktop,100
349,143,2019-04-18,desktop,900
350,37,2011-07-09,desktop,900
351,122,2012-12-27,mobile,600
352,178,2020-07-10,desktop,100
353,47,2021-12-04,mobile,900
354,92,2010-08-01,mobile,900
355,120,2014-08-08,desktop,500
356,122,2018-06-02,mobile,100
357,23,2014-04-11,desktop,800
358,57,2019-03-16,mobile,700
359,65,2011-02-25,mobile,600
360,68,2015-05-05,mobile,600
361,162,2013-04-11,mobile,900
362,199,2013-03-12,mobile,200
363,2,2019-05-29,desktop,500
364,129,2015-08-06,desktop,700
365,131,2021-03-24,mobile,900
366,39,2019-01-29,mobile,100
367,48,2011-11-21,mobile,400
368,40,2010-04-02,mobile,800
369,175,2016-04-02,mobile,500
370,13,2019-04-20,mobile,200
371,126,2016-11-26,mobile,800
372,52,2021-03-23,desktop,300
373,91,2014-09-02,desktop,700
374,155,2017-04-02,desktop,100
375,100,2022-10-31,desktop,900
376,25,2019-09-24,desktop,400
377,192,2021-06-05,desktop,200
378,147,2019-11-20,mobile,200
379,60,2011-01-15,mobile,100
380,70,2011-08-04,mobile,900
381,183,2020-09-05,mobile,200
382,34,2015-08-30,mobile,400
383,139,2018-03-23,desktop,600
384,174,2014-08-31,desktop,400
385,12,2014-09-30,mobile,200
386,138,2010-08-29,mobile,100
387,75,2013-03-16,desktop,800
388,124,2020-10-24,desktop,600
389,97,2015-12-19,desktop,300
390,85,2022-06-04,mobile,100
391,70,2020-08-03,mobile,700
392,146,2015-12-31,desktop,700
393,173,2018-09-13,desktop,100
394,168,2014-05-06,desktop,900
395,4,2019-02-27,mobile,400
396,155,2014-08-24,desktop,600
397,8,2015-03-24,mobile,400
398,134,2010-03-17,desktop,200
399,196,2016-08-01,desktop,700
400,126,2016-06-29,desktop,500
401,198,2015-11-07,desktop,200
402,52,2017-01-31,desktop,800
403,9,2018-06-24,desktop,200
404,119,2018-10-16,desktop,100
405,40,2021-10-20,desktop,100
406,79,2015-11-22,mobile,600
407,56,2010-07-26,desktop,300
408,124,2017-11-17,desktop,600
409,14,2014-12-10,mobile,200
410,126,2010-05-14,mobile,300
411,63,2020-01-18,mobile,400
412,25,2021-12-03,desktop,300
413,141,2011-12-07,mobile,700
414,168,2011-08-09,mobile,100
415,136,2011-12-31,mobile,200
416,72,2019-11-22,desktop,800
417,105,2019-01-21,desktop,100
418,163,2013-06-16,mobile,900
419,118,2019-11-11,desktop,900
420,159,2012-08-29,mobile,900
421,101,2010-11-20,mobile,900
422,42,2018-03-27,mobile,600
423,126,2018-12-31,desktop,300
424,74,2016-08-13,desktop,500
425,151,2016-10-26,mobile,900
426,15,2017-12-07,mobile,300
427,139,2017-02-05,desktop,100
428,168,2010-10-12,desktop,800
429,24,2021-12-24,desktop,600
430,199,2017-01-03,mobile,200
431,22,2019-12-28,desktop,300
432,76,2013-06-21,desktop,400
433,90,2012-10-14,mobile,700
434,56,2010-08-08,mobile,100
435,35,2016-12-02,desktop,300
436,104,2020-01-10,desktop,600
437,5,2011-01-14,desktop,600
438,85,2014-04-03,mobile,800
439,49,2013-04-16,desktop,500
440,88,2015-04-22,desktop,400
441,118,2013-05-09,mobile,100
442,168,2020-07-28,mobile,200
443,92,2020-02-14,desktop,600
444,162,2015-12-24,desktop,200
445,130,2013-12-12,desktop,800
446,18,2018-05-09,mobile,800
447,163,2010-02-03,mobile,800
448,148,2012-12-14,desktop,400
449,87,2015-05-27,desktop,400
450,28,2017-06-24,mobile,500
451,189,2022-01-07,mobile,300
452,33,2015-04-16,mobile,500
453,188,2017-05-10,desktop,100
454,138,2016-03-28,desktop,700
455,149,2012-04-26,desktop,600
456,169,2021-11-13,desktop,200
457,96,2017-01-20,desktop,800
458,102,2014-10-15,mobile,500
459,51,2022-05-13,desktop,900
460,144,2017-01-13,mobile,100
461,91,2011-01-19,desktop,600
462,135,2011-05-11,mobile,400
463,196,2019-01-30,mobile,200
464,115,2016-06-20,desktop,400
465,80,2017-08-26,mobile,900
466,31,2021-12-29,desktop,700
467,69,2021-05-05,mobile,800
468,170,2011-06-15,mobile,100
469,195,2017-03-30,desktop,900
470,162,2015-12-26,mobile,900
471,86,2021-11-29,mobile,500
472,3,2017-12-21,desktop,700
473,155,2021-09-23,desktop,500
474,64,2021-07-22,desktop,700
475,131,2010-09-20,desktop,600
476,65,2012-12-30,desktop,900
477,100,2013-06-27,desktop,800
478,96,2021-03-22,desktop,700
479,177,2020-11-22,desktop,100
480,141,2017-12-24,desktop,300
481,55,2014-11-21,desktop,300
482,150,2017-07-08,desktop,600
483,44,2018-10-01,mobile,600
484,11,2018-10-30,desktop,500
485,73,2013-09-21,mobile,100
486,184,2016-12-29,mobile,400
487,148,2020-03-06,mobile,200
488,168,2018-01-17,mobile,500
489,58,2013-07-13,mobile,200
490,155,2020-03-15,mobile,100
491,15,2022-02-28,desktop,800
492,159,2014-05-29,desktop,600
493,39,2012-11-26,mobile,600
494,93,2012-09-17,mobile,400
495,183,2013-05-20,desktop,800
496,93,2016-07-07,desktop,700
497,99,2022-07-04,desktop,300
498,163,2011-03-25,desktop,200
499,195,2016-08-19,desktop,500
500,130,2014-10-08,mobile,900
501,143,2018-01-15,mobile,400
502,33,2019-01-25,mobile,900
503,124,2016-02-13,desktop,800
504,62,2019-12-05,mobile,100
505,177,2021-06-05,desktop,700
506,180,2022-08-28,mobile,600
507,67,2022-06-15,desktop,400
508,2,2018-03-30,desktop,100
509,113,2020-10-31,desktop,800
510,173,2016-01-24,mobile,100
511,24,2014-02-11,mobile,300
512,160,2018-12-05,desktop,600
513,24,2020-11-02,desktop,400
514,110,2018-06-06,desktop,300
515,37,2022-02-20,mobile,200
516,76,2022-07-03,mobile,200
517,116,2015-11-17,mobile,600
518,196,2019-09-01,desktop,900
519,11,2021-10-04,desktop,700
520,44,2016-02-10,desktop,400
521,17,2010-11-26,mobile,300
522,65,2019-06-05,mobile,700
523,100,2022-08-26,mobile,200
524,105,2011-11-12,desktop,300
525,33,2017-10-28,mobile,700
526,9,2015-04-15,mobile,400
527,191,2013-02-18,desktop,600
528,1,2019-01-14,desktop,500
529,137,2011-01-22,mobile,900
530,165,2013-05-26,desktop,100
531,17,2017-05-31,desktop,500
532,18,2021-01-27,desktop,400
533,108,2012-07-18,desktop,300
534,160,2011-09-17,desktop,600
535,172,2019-09-11,desktop,200
536,25,2019-03-05,desktop,400
537,43,2012-03-03,desktop,300
538,95,2018-10-12,mobile,400
539,87,2017-01-14,desktop,200
540,169,2012-12-16,desktop,400
541,70,2019-06-06,mobile,800
542,137,2019-11-07,desktop,800
543,48,2022-04-30,desktop,300
544,169,2015-03-20,desktop,500
545,79,2018-11-30,desktop,300
546,118,2020-06-06,desktop,300
547,89,2019-12-15,mobile,700
548,174,2011-02-16,desktop,500
549,172,2022-08-30,mobile,100
550,185,2021-05-13,desktop,600
551,180,2019-07-02,mobile,900
552,170,2019-11-19,desktop,600
553,9,2015-09-25,mobile,600
554,197,2020-12-29,mobile,600
555,181,2020-03-31,desktop,300
556,180,2017-08-20,mobile,300
557,189,2010-07-24,mobile,100
558,173,2019-02-26,mobile,300
559,125,2016-11-07,desktop,900
560,89,2014-05-12,mobile,400
561,46,2021-02-01,desktop,100
562,52,2019-01-21,mobile,700
563,77,2015-07-04,mobile,200
564,72,2013-09-29,desktop,400
565,83,2018-04-21,desktop,300
566,67,2019-03-13,mobile,100
567,194,2010-03-26,mobile,300
568,38,2015-11-01,mobile,300
569,180,2013-12-15,desktop,500
570,20,2021-12-09,mobile,600
571,146,2019-12-23,mobile,500
572,78,2016-09-20,desktop,600
573,36,2010-06-21,mobile,100
574,33,2014-04-16,desktop,400
575,139,2014-10-13,desktop,200
576,27,2013-06-26,mobile,900
577,148,2015-09-22,desktop,200
578,43,2017-07-05,desktop,800
579,106,2017-02-01,desktop,900
580,161,2020-05-24,mobile,500
581,133,2022-08-16,desktop,200
582,34,2011-10-07,mobile,300
583,20,2022-01-18,desktop,600
584,10,2014-02-01,mobile,700
585,12,2021-08-07,desktop,800
586,10,2016-11-24,desktop,600
587,32,2021-06-03,mobile,700
588,147,2014-03-10,desktop,600
589,114,2012-08-09,desktop,100
590,34,2020-02-24,mobile,100
591,144,2015-06-30,desktop,200
592,119,2016-11-16,desktop,100
593,24,2014-12-17,mobile,100
594,157,2016-07-06,desktop,800
595,7,2015-10-13,desktop,800
596,179,2019-06-03,desktop,200
597,120,2018-04-30,desktop,700
598,26,2016-09-28,mobile,300
599,101,2012-01-25,desktop,900
600,36,2013-08-21,desktop,700
601,118,2020-05-18,mobile,800
602,57,2016-12-04,desktop,800
603,25,2015-08-13,mobile,300
604,25,2011-06-19,desktop,700
605,108,2017-10-07,desktop,900
606,20,2018-11-19,desktop,800
607,56,2020-05-24,desktop,400
608,41,2012-04-22,desktop,400
609,178,2018-04-14,mobile,800
610,41,2018-02-19,mobile,600
611,143,2017-09-04,mobile,600
612,110,2012-03-25,mobile,500
613,111,2022-07-11,desktop,700
614,130,2014-09-01,desktop,100
615,46,2019-12-05,desktop,900
616,172,2020-10-04,desktop,400
617,72,2022-07-11,desktop,700
618,49,2011-06-21,desktop,700
619,23,2016-09-26,desktop,300
620,165,2010-09-22,mobile,500
621,116,2021-11-15,desktop,500
622,3,2016-09-09,desktop,700
623,13,2017-09-07,desktop,400
624,160,2012-02-20,desktop,300
625,92,2011-11-04,mobile,800
626,68,2020-06-01,mobile,400
627,121,2018-10-16,desktop,300
628,89,2014-12-18,mobile,300
629,91,2019-06-12,mobile,300
630,52,2011-01-06,desktop,900
631,198,2012-07-19,mobile,600
632,178,2010-07-29,mobile,100
633,198,2014-10-09,mobile,700
634,15,2018-04-07,mobile,700
635,180,2016-12-17,mobile,500
636,67,2020-09-01,desktop,700
637,74,2014-05-03,mobile,300
638,191,2011-11-12,desktop,400
639,33,2012-10-11,desktop,200
640,107,2011-04-01,mobile,200
641,47,2014-05-12,mobile,100
642,122,2021-02-12,desktop,900
643,178,2016-04-26,desktop,900
644,132,2022-12-06,mobile,200
645,59,2014-12-26,desktop,900
646,44,2020-12-10,mobile,300
647,149,2015-04-06,desktop,800
648,41,2018-02-14,mobile,100
649,97,2010-05-11,desktop,200
650,135,2011-06-01,mobile,200
651,35,2017-10-26,mobile,700
652,51,2017-05-21,mobile,900
653,23,2022-03-29,mobile,700
654,200,2014-10-30,mobile,900
655,128,2017-06-02,desktop,400
656,112,2016-12-22,mobile,500
657,24,2018-05-19,mobile,200
658,94,2020-09-10,mobile,400
659,88,2011-09-25,desktop,100
660,52,2015-04-02,desktop,400
661,84,2020-01-26,mobile,800
662,182,2021-05-05,desktop,500
663,58,2010-07-18,mobile,200
664,21,2019-06-26,desktop,500
665,174,2019-12-22,desktop,300
666,114,2017-07-25,mobile,100
667,106,2015-10-10,desktop,400
668,18,2010-03-27,mobile,400
669,48,2016-05-28,desktop,800
670,110,2010-10-10,mobile,300
671,126,2014-11-06,mobile,900
672,85,2016-03-28,desktop,100
673,3,2010-11-16,desktop,100
674,53,2016-10-15,mobile,700
675,148,2021-11-19,desktop,500
676,44,2016-02-20,desktop,100
677,199,2022-07-12,mobile,500
678,155,2018-10-21,desktop,500
679,131,2020-06-13,mobile,800
680,47,2014-03-27,mobile,700
681,169,2013-06-20,desktop,400
682,29,2013-07-28,mobile,600
683,52,2021-04-16,mobile,800
684,115,2014-01-29,mobile,300
685,127,2016-02-07,desktop,400
686,183,2021-09-12,desktop,300
687,49,2016-08-06,desktop,500
688,75,2015-10-24,mobile,600
689,120,2018-02-12,mobile,400
690,160,2021-07-27,mobile,800
691,157,2017-05-08,mobile,700
692,75,2022-12-07,mobile,700
693,150,2018-03-12,desktop,200
694,154,2015-04-25,desktop,300
695,125,2012-05-06,desktop,900
696,49,2011-11-04,mobile,700
697,65,2013-06-03,desktop,400
698,20,2020-11-26,desktop,800
699,2,2010-03-22,desktop,200
700,64,2017-05-12,desktop,500
701,6,2021-05-12,mobile,400
702,147,2020-07-14,desktop,700
703,92,2022-05-14,desktop,900
704,116,2013-05-23,mobile,300
705,29,2019-09-23,desktop,500
706,79,2010-09-01,desktop,800
707,27,2010-12-28,mobile,300
708,126,2013-10-06,mobile,600
709,15,2020-06-27,desktop,900
710,15,2012-03-21,desktop,800
711,144,2018-05-24,desktop,100
712,146,2011-05-05,mobile,100
713,92,2011-06-10,mobile,600
714,174,2015-03-23,mobile,500
715,172,2017-01-24,mobile,600
716,81,2013-03-24,desktop,800
717,150,2022-02-07,mobile,600
718,35,2014-01-18,mobile,700
719,126,2016-08-06,mobile,400
720,122,2014-11-14,desktop,500
721,44,2014-01-24,desktop,100
722,114,2022-04-30,mobile,900
723,17,2020-08-30,desktop,300
724,107,2022-10-02,mobile,100
725,93,2018-07-02,desktop,700
726,16,2011-11-07,desktop,700
727,11,2016-08-20,desktop,300
728,170,2010-01-01,desktop,300
729,151,2021-10-16,desktop,500
730,110,2020-01-19,desktop,600
731,28,2017-05-26,desktop,900
732,62,2020-02-19,mobile,300
733,154,2021-07-06,desktop,200
734,154,2020-07-18,mobile,200
735,82,2011-10-14,desktop,600
736,94,2019-02-12,desktop,100
737,105,2014-05-22,desktop,300
738,47,2022-08-25,desktop,400
739,92,2015-05-12,mobile,200
740,93,2020-05-08,mobile,700
741,113,2015-05-07,mobile,600
742,78,2020-03-02,mobile,700
743,144,2019-08-24,mobile,400
744,43,2014-06-07,mobile,500
745,131,2019-07-11,mobile,200
746,17,2018-04-08,desktop,900
747,54,2019-09-01,desktop,900
748,7,2012-03-01,mobile,800
749,78,2021-01-29,desktop,300
750,121,2016-04-07,mobile,300
751,63,2022-09-05,desktop,700
752,27,2010-12-31,desktop,500
753,24,2012-11-21,desktop,700
754,126,2016-10-01,desktop,200
755,65,2016-06-05,mobile,900
756,101,2020-05-20,mobile,500
757,185,2012-10-15,desktop,700
758,7,2010-06-11,mobile,400
759,49,2020-10-02,desktop,500
760,155,2012-01-03,mobile,100
761,88,2010-08-08,desktop,200
762,145,2011-07-22,mobile,800
763,2,2012-12-22,desktop,100
764,110,2019-08-26,desktop,400
765,86,2011-01-18,desktop,400
766,75,2012-03-28,desktop,700
767,171,2017-03-19,desktop,200
768,193,2015-10-30,mobile,600
769,91,2017-07-23,desktop,400
770,189,2019-05-05,desktop,900
771,3,2012-09-21,mobile,200
772,190,2011-06-04,desktop,100
773,186,2021-11-30,mobile,400
774,155,2016-03-11,mobile,600
775,188,2019-04-19,desktop,200
776,111,2011-10-28,desktop,800
777,57,2011-07-30,mobile,400
778,18,2011-11-11,desktop,500
779,71,2010-12-26,mobile,200
780,130,2021-09-09,mobile,700
781,26,2015-10-01,desktop,500
782,191,2019-08-04,mobile,500
783,195,2014-04-02,mobile,600
784,75,2021-01-01,mobile,500
785,197,2017-05-23,desktop,100
786,178,2021-08-02,mobile,900
787,12,2021-02-28,mobile,100
788,156,2015-05-13,mobile,100
789,117,2012-07-21,desktop,600
790,54,2013-11-17,mobile,700
791,101,2011-07-01,mobile,800
792,137,2010-07-03,mobile,200
793,25,2020-06-24,mobile,400
794,26,2011-01-09,desktop,400
795,143,2022-10-05,desktop,900
796,155,2013-04-15,mobile,900
797,95,2018-01-01,mobile,800
798,96,2021-05-31,desktop,600
799,18,2012-11-30,desktop,500
800,21,2014-09-29,desktop,700
801,139,2014-11-22,mobile,800
802,20,2015-02-04,mobile,500
803,133,2015-02-15,desktop,200
804,136,2010-02-21,desktop,700
805,140,2011-03-29,desktop,600
806,140,2022-05-03,desktop,700
807,64,2022-07-14,mobile,600
808,2,2017-06-16,mobile,300
809,124,2014-05-31,mobile,200
810,54,2016-09-05,desktop,700
811,139,2012-01-12,mobile,200
812,107,2020-08-06,mobile,600
813,200,2013-07-25,desktop,500
814,155,2013-11-07,desktop,900
815,12,2015-09-12,mobile,300
816,101,2020-06-22,mobile,500
817,160,2011-05-22,desktop,200
818,22,2022-02-09,desktop,300
819,41,2019-02-14,desktop,300
820,144,2022-04-18,desktop,200
