,ride_id,user_id,req_date
117,117,9,2021-06-12
118,118,3,2022-09-24
119,119,2,2020-12-10
120,120,4,2019-01-16
121,121,15,2022-04-03
122,122,5,2021-06-08
123,123,17,2022-06-28
124,124,11,2020-04-17
125,125,10,2022-06-13
126,126,17,2019-01-06
127,127,20,2020-12-14
128,128,14,2020-04-06
129,129,20,2021-12-03
130,130,18,2019-05-05
131,131,3,2021-03-27
132,132,20,2022-12-20
133,133,12,2020-03-13
134,134,2,2020-01-17
135,135,4,2021-01-17
136,136,8,2020-07-26
137,137,15,2022-05-07
138,138,13,2019-08-07
139,139,10,2019-09-19
140,140,13,2019-02-09
141,141,17,2019-12-23
142,142,11,2019-12-09
143,143,12,2022-12-11
144,144,19,2020-10-17
145,145,20,2019-03-18
146,146,8,2022-09-12
147,147,12,2021-04-15
148,148,19,2019-07-19
149,149,16,2022-07-05
150,150,8,2022-05-29
151,151,9,2020-03-14
152,152,1,2021-12-09
153,153,17,2019-08-01
154,154,5,2022-12-15
155,155,11,2019-03-11
156,156,14,2021-02-26
157,157,15,2022-06-11
158,158,14,2020-12-02
159,159,12,2020-03-29
160,160,16,2020-10-16
161,161,4,2020-02-06
162,162,17,2021-11-12
163,163,17,2021-02-22
164,164,4,2022-09-27
165,165,12,2022-06-29
166,166,16,2020-12-04
167,167,17,2021-05-21
168,168,9,2021-04-06
169,169,7,2021-10-22
170,170,18,2021-12-27
171,171,9,2019-08-07
172,172,14,2019-03-09
173,173,9,2021-04-05
174,174,14,2020-09-22
175,175,20,2022-05-02
176,176,16,2019-01-29
177,177,19,2020-08-26
178,178,12,2022-01-14
179,179,6,2019-11-19
180,180,12,2022-08-26
181,181,20,2021-08-09
182,182,10,2022-05-18
183,183,5,2020-03-22
184,184,16,2021-05-30
185,185,7,2022-04-08
186,186,15,2020-04-14
187,187,4,2022-06-08
188,188,10,2020-02-22
189,189,6,2020-06-24
190,190,12,2021-06-17
191,191,5,2022-02-10
192,192,3,2019-02-15
193,193,5,2019-08-07
194,194,17,2019-11-05
195,195,2,2021-08-27
196,196,7,2022-05-01
197,197,8,2022-03-19
198,198,13,2020-07-19
199,199,20,2019-09-09
200,200,14,2021-06-07
201,201,5,2021-07-16
202,202,9,2019-04-16
203,203,14,2019-12-29
204,204,4,2020-10-12
205,205,8,2022-07-23
206,206,13,2021-05-16
207,207,12,2022-06-21
208,208,1,2022-03-04
209,209,16,2021-02-16
210,210,18,2021-01-13
211,211,12,2022-12-08
212,212,6,2019-12-12
213,213,16,2019-05-26
214,214,8,2019-06-30
215,215,8,2021-02-17
216,216,2,2020-05-31
217,217,18,2020-01-27
218,218,12,2022-05-02
219,219,2,2019-04-19
220,220,17,2019-11-10
221,221,17,2021-09-06
222,222,3,2021-10-18
223,223,8,2022-07-24
224,224,17,2021-02-09
225,225,6,2019-05-10
226,226,1,2019-09-15
227,227,7,2020-10-27
228,228,12,2022-10-07
229,229,5,2022-08-01
230,230,12,2020-07-29
231,231,14,2019-09-22
232,232,14,2021-10-24
233,233,9,2020-10-04
234,234,12,2020-05-24
235,235,16,2021-06-30
236,236,15,2020-04-10
237,237,16,2021-01-31
238,238,3,2019-08-09
239,239,8,2020-09-02
240,240,4,2020-09-23
241,241,5,2022-04-06
242,242,2,2022-03-06
243,243,4,2019-08-10
244,244,5,2020-03-26
245,245,14,2019-05-08
246,246,1,2021-11-15
247,247,10,2021-11-14
248,248,14,2021-05-25
249,249,2,2019-08-18
250,250,12,2021-09-13
251,251,6,2022-08-05
252,252,18,2020-04-12
253,253,16,2021-01-12
254,254,12,2022-01-28
255,255,5,2020-11-25
256,256,1,2022-05-31
257,257,14,2022-10-03
258,258,7,2021-10-04
259,259,15,2021-07-30
260,260,7,2022-10-01
261,261,2,2021-06-25
262,262,7,2019-07-12
263,263,18,2021-09-13
264,264,9,2021-01-30
265,265,17,2021-02-28
266,266,6,2019-05-31
267,267,17,2021-04-06
268,268,15,2020-05-03
269,269,2,2019-08-16
270,270,7,2019-11-04
271,271,3,2022-04-16
272,272,1,2019-10-05
273,273,1,2021-06-10
274,274,13,2022-09-19
275,275,7,2020-09-28
276,276,17,2019-03-16
277,277,19,2021-10-12
278,278,20,2019-06-06
279,279,10,2020-05-30
280,280,20,2021-10-25
281,281,13,2020-09-04
282,282,19,2020-06-27
283,283,13,2021-01-09
284,284,9,2021-12-26
285,285,4,2020-02-16
286,286,17,2021-06-17
287,287,20,2019-07-19
288,288,19,2021-08-24
289,289,16,2021-04-04
290,290,19,2022-11-30
291,291,5,2019-10-17
292,292,5,2019-04-12
293,293,12,2019-09-18
294,294,3,2019-03-10
295,295,19,2021-01-10
296,296,1,2022-03-25
297,297,17,2020-11-15
298,298,2,2019-01-06
299,299,6,2022-03-15
300,300,16,2019-10-30
301,301,3,2019-11-25
302,302,20,2020-12-26
303,303,8,2020-12-02
304,304,12,2019-10-16
305,305,10,2019-10-01
306,306,19,2022-03-12
307,307,14,2019-01-04
308,308,7,2019-05-19
309,309,4,2021-01-31
310,310,1,2020-08-27
311,311,13,2022-01-24
312,312,15,2019-09-11
313,313,18,2021-04-20
314,314,16,2020-12-30
315,315,8,2021-09-30
316,316,20,2021-01-09
317,317,13,2021-11-13
318,318,8,2020-08-30
319,319,6,2022-07-11
320,320,8,2022-10-30
321,321,11,2019-02-06
322,322,14,2020-05-23
323,323,4,2020-02-26
324,324,6,2022-10-26
325,325,16,2021-03-18
326,326,17,2020-08-15
327,327,8,2019-05-09
328,328,14,2019-09-04
329,329,1,2022-12-30
330,330,18,2021-04-15
331,331,13,2021-10-03
332,332,17,2022-01-14
333,333,15,2019-01-11
334,334,7,2020-09-16
335,335,11,2022-05-19
336,336,4,2022-06-22
337,337,19,2022-06-09
338,338,10,2020-04-12
339,339,4,2019-04-22
340,340,11,2020-04-17
341,341,13,2022-02-04
342,342,20,2022-11-28
343,343,6,2020-12-13
344,344,18,2020-09-29
345,345,8,2021-02-15
346,346,9,2021-02-02
347,347,13,2021-11-18
348,348,5,2021-09-29
349,349,20,2019-03-08
350,350,12,2022-09-29
351,351,16,2020-11-09
352,352,10,2020-12-04
353,353,15,2020-10-04
354,354,15,2022-08-27
355,355,7,2022-02-08
356,356,11,2022-06-18
357,357,12,2020-02-08
358,358,9,2020-05-10
359,359,6,2021-06-15
360,360,3,2021-03-30
361,361,2,2021-04-02
362,362,14,2022-04-02
363,363,6,2021-09-03
364,364,9,2019-04-19
365,365,18,2020-09-07
366,366,19,2021-01-13
367,367,10,2021-07-05
368,368,6,2022-11-11
369,369,6,2020-05-01
370,370,18,2022-04-09
371,371,9,2019-03-28
372,372,16,2022-03-20
373,373,17,2022-08-18
374,374,1,2021-09-03
375,375,15,2019-01-11
376,376,13,2020-07-31
377,377,1,2020-02-10
378,378,16,2020-04-12
379,379,2,2019-07-12
380,380,2,2020-10-19
381,381,3,2022-10-02
382,382,13,2022-07-16
383,383,7,2019-01-25
384,384,14,2022-05-09
385,385,15,2019-03-29
386,386,11,2020-06-17
387,387,6,2020-08-24
388,388,16,2020-01-27
389,389,13,2020-09-02
390,390,14,2019-05-13
391,391,16,2019-06-24
392,392,18,2019-02-17
393,393,9,2019-02-18
394,394,13,2021-06-25
395,395,19,2022-03-07
396,396,3,2021-07-18
397,397,15,2022-07-11
398,398,5,2019-12-30
399,399,1,2022-07-28
400,400,5,2020-03-07
401,401,14,2020-07-21
402,402,3,2022-09-15
403,403,3,2022-10-22
404,404,18,2019-08-13
405,405,10,2020-11-08
406,406,4,2021-03-09
407,407,8,2020-08-07
408,408,18,2020-08-26
409,409,3,2020-02-07
410,410,2,2019-08-26
411,411,15,2019-12-10
412,412,16,2022-05-19
413,413,4,2021-04-22
414,414,9,2021-09-25
415,415,16,2022-03-19
416,416,7,2021-06-30
417,417,5,2019-09-18
418,418,16,2020-10-01
419,419,2,2022-03-27
420,420,6,2019-03-10
421,421,20,2019-07-01
422,422,18,2022-05-18
423,423,16,2022-12-08
424,424,16,2022-02-23
425,425,16,2022-10-21
426,426,19,2019-10-01
427,427,11,2019-06-17
428,428,10,2021-01-05
429,429,12,2021-05-26
430,430,18,2022-12-28
431,431,1,2020-01-11
432,432,20,2020-06-11
433,433,19,2022-11-19
434,434,6,2019-06-10
435,435,19,2021-10-22
436,436,4,2020-08-15
437,437,7,2021-09-15
438,438,10,2019-10-27
439,439,15,2022-09-09
440,440,15,2019-07-04
441,441,18,2020-08-07
442,442,1,2022-02-08
443,443,5,2019-09-07
444,444,12,2019-11-20
445,445,5,2020-07-11
446,446,3,2020-03-04
447,447,8,2019-06-28
448,448,14,2020-09-28
449,449,10,2022-06-05
450,450,19,2019-01-14
451,451,15,2021-02-24
452,452,20,2021-11-11
453,453,7,2019-11-28
454,454,16,2019-01-12
455,455,17,2021-05-27
456,456,9,2022-02-20
457,457,18,2019-03-03
458,458,7,2020-07-25
459,459,19,2019-02-01
460,460,7,2020-07-29
461,461,12,2019-05-18
462,462,17,2022-04-27
463,463,9,2020-11-29
464,464,9,2021-04-03
465,465,17,2022-07-14
466,466,20,2020-11-03
467,467,1,2022-03-25
468,468,16,2019-03-05
469,469,1,2022-06-26
470,470,18,2022-02-28
471,471,15,2019-11-17
472,472,15,2022-09-28
473,473,13,2019-04-29
474,474,8,2020-02-05
475,475,4,2022-09-26
476,476,1,2021-09-11
477,477,1,2022-05-28
478,478,15,2021-05-21
479,479,10,2019-08-06
480,480,11,2020-06-20
481,481,3,2019-04-30
482,482,16,2022-01-09
483,483,6,2022-10-08
484,484,15,2022-02-20
485,485,15,2022-02-26
486,486,11,2021-06-28
487,487,2,2019-01-06
488,488,13,2020-06-15
489,489,16,2020-11-10
490,490,6,2019-06-13
491,491,17,2020-01-17
492,492,12,2022-07-31
493,493,19,2020-06-12
494,494,15,2020-03-09
495,495,9,2019-11-23
496,496,11,2019-05-31
497,497,20,2019-11-03
498,498,1,2022-09-08
499,499,19,2022-09-09
500,500,13,2021-09-07
501,501,16,2022-01-14
502,502,15,2019-10-19
503,503,15,2022-03-02
504,504,2,2022-09-18
505,505,18,2022-01-11
506,506,7,2019-12-15
507,507,6,2021-07-10
508,508,10,2021-05-29
509,509,6,2022-09-15
510,510,16,2021-07-06
511,511,3,2021-03-05
512,512,17,2021-12-16
513,513,10,2019-05-30
514,514,17,2022-01-25
515,515,4,2021-04-07
516,516,11,2021-07-23
517,517,18,2021-05-06
518,518,1,2019-07-19
519,519,20,2021-06-13
520,520,1,2019-03-10
521,521,16,2022-08-25
522,522,19,2019-06-09
523,523,6,2020-08-28
524,524,6,2020-01-17
525,525,16,2020-12-27
526,526,18,2019-03-06
527,527,2,2020-01-07
528,528,17,2021-10-05
529,529,15,2019-08-05
530,530,5,2021-11-15
531,531,16,2019-10-14
532,532,10,2022-03-19
533,533,19,2021-11-01
534,534,10,2020-04-12
535,535,6,2021-02-26
536,536,17,2022-01-15
537,537,12,2022-04-29
538,538,10,2019-09-29
539,539,15,2020-02-04
540,540,7,2021-02-03
541,541,1,2022-09-19
542,542,14,2020-12-05
543,543,8,2020-04-09
544,544,14,2020-03-21
545,545,15,2019-05-27
546,546,10,2019-02-12
547,547,11,2022-03-24
548,548,8,2021-05-07
549,549,17,2020-07-14
550,550,3,2019-01-24
551,551,12,2020-09-06
552,552,3,2022-01-10
553,553,11,2020-02-28
554,554,13,2022-02-08
555,555,7,2020-02-07
556,556,14,2021-10-17
557,557,5,2021-01-12
558,558,12,2020-08-25
559,559,20,2021-11-13
560,560,15,2021-04-25
561,561,2,2019-07-30
562,562,12,2019-11-23
563,563,8,2019-12-27
564,564,2,2019-11-04
565,565,13,2020-01-30
566,566,10,2019-10-18
567,567,4,2022-07-20
568,568,2,2021-04-19
569,569,14,2021-06-13
570,570,6,2021-05-10
571,571,10,2020-05-18
572,572,4,2021-01-28
573,573,8,2020-04-23
574,574,19,2019-08-26
575,575,14,2020-09-21
576,576,16,2022-06-02
577,577,12,2019-07-03
578,578,17,2020-10-18
579,579,20,2020-02-07
580,580,7,2019-10-25
581,581,18,2021-09-28
582,582,15,2021-09-04
583,583,18,2021-05-20
584,584,3,2021-10-07
585,585,11,2020-07-30
586,586,2,2020-09-25
587,587,20,2022-10-23
588,588,18,2019-09-06
589,589,6,2020-07-11
590,590,6,2019-06-02
591,591,6,2019-12-27
592,592,9,2020-05-01
593,593,3,2019-09-28
594,594,14,2020-03-12
595,595,2,2019-03-11
596,596,16,2019-12-14
597,597,17,2020-08-05
598,598,2,2022-05-10
599,599,19,2020-11-20
600,600,9,2021-12-19
601,601,15,2022-05-05
602,602,9,2019-01-03
603,603,20,2020-06-27
604,604,18,2021-09-09
605,605,7,2020-05-06
606,606,17,2020-07-05
607,607,12,2022-04-28
608,608,13,2020-05-03
609,609,3,2020-08-11
610,610,11,2021-11-15
611,611,1,2021-06-05
612,612,6,2021-10-06
613,613,15,2019-01-31
614,614,16,2020-02-16
615,615,14,2021-10-30
616,616,2,2022-12-28
617,617,12,2021-06-17
618,618,10,2020-03-08
619,619,9,2020-12-28
620,620,1,2019-05-25
621,621,19,2019-08-25
622,622,5,2020-02-18
623,623,4,2020-04-15
624,624,5,2019-05-31
625,625,20,2020-08-04
626,626,4,2022-09-03
627,627,4,2022-11-26
628,628,12,2019-06-25
629,629,13,2019-10-03
630,630,13,2022-11-26
631,631,3,2019-11-24
632,632,20,2019-11-11
633,633,11,2022-01-29
634,634,3,2022-02-25
635,635,7,2019-06-06
636,636,13,2020-11-28
637,637,18,2020-12-31
638,638,19,2021-03-20
639,639,14,2020-03-24
640,640,15,2022-07-29
641,641,13,2020-01-12
642,642,8,2019-12-15
643,643,1,2022-08-03
644,644,1,2019-03-12
645,645,9,2021-08-04
646,646,5,2021-08-04
647,647,5,2019-11-16
648,648,6,2021-12-11
649,649,7,2019-01-01
650,650,14,2020-09-30
651,651,15,2019-09-28
652,652,17,2020-10-02
653,653,7,2019-10-26
654,654,15,2019-11-06
655,655,14,2020-09-10
656,656,1,2022-12-21
657,657,12,2022-08-11
658,658,3,2019-10-10
659,659,20,2021-03-13
660,660,18,2021-07-05
661,661,6,2022-02-03
662,662,5,2019-02-15
663,663,19,2020-10-26
664,664,20,2019-06-03
665,665,7,2019-03-27
666,666,11,2021-08-23
667,667,18,2019-01-04
668,668,13,2021-02-27
669,669,13,2021-06-27
670,670,13,2020-08-31
671,671,20,2020-05-08
672,672,2,2019-06-05
673,673,16,2020-12-05
674,674,16,2022-10-09
675,675,11,2022-10-31
676,676,7,2019-06-23
677,677,7,2019-10-01
678,678,20,2019-07-27
679,679,3,2020-09-26
680,680,4,2019-06-11
681,681,3,2020-12-11
682,682,9,2022-04-29
683,683,20,2019-04-16
684,684,11,2022-04-23
685,685,17,2021-05-12
686,686,16,2020-02-20
687,687,2,2022-05-28
688,688,12,2019-04-19
689,689,12,2019-05-23
690,690,11,2022-03-27
691,691,9,2022-03-03
692,692,15,2020-05-03
693,693,16,2022-08-12
694,694,6,2022-05-25
695,695,8,2021-11-04
696,696,6,2020-01-13
697,697,10,2022-07-02
698,698,16,2021-04-09
699,699,1,2020-11-29
700,700,13,2019-09-23
701,701,6,2020-06-28
702,702,20,2019-05-18
703,703,13,2019-02-02
704,704,17,2022-09-18
705,705,8,2020-07-16
706,706,11,2022-05-04
707,707,3,2019-09-24
708,708,5,2020-08-09
709,709,13,2019-04-15
710,710,14,2022-04-17
711,711,9,2019-10-25
712,712,10,2021-06-09
713,713,15,2021-08-18
714,714,17,2022-02-02
715,715,11,2022-08-07
716,716,19,2019-11-23
717,717,6,2019-05-09
718,718,7,2021-11-25
719,719,20,2022-07-03
720,720,16,2020-09-01
721,721,15,2020-01-18
722,722,6,2019-03-23
723,723,9,2019-07-15
724,724,17,2021-05-28
725,725,6,2020-01-21
726,726,15,2019-11-03
727,727,4,2019-06-26
728,728,4,2019-04-08
729,729,6,2020-03-17
730,730,17,2021-10-05
731,731,8,2019-11-21
732,732,19,2020-12-21
733,733,13,2020-03-04
734,734,19,2020-10-29
735,735,20,2022-04-10
736,736,13,2021-10-29
737,737,5,2019-04-02
738,738,8,2021-07-19
739,739,5,2019-05-11
740,740,2,2020-08-03
741,741,12,2020-03-26
742,742,15,2021-08-01
743,743,12,2021-01-29
744,744,7,2021-12-11
745,745,15,2022-05-28
746,746,15,2020-10-07
747,747,17,2019-10-01
748,748,8,2021-06-19
749,749,10,2020-01-22
750,750,8,2022-01-25
751,751,4,2022-06-06
752,752,15,2020-02-19
753,753,20,2019-05-14
754,754,6,2022-05-22
755,755,2,2021-10-26
756,756,5,2022-12-20
757,757,7,2019-05-08
758,758,18,2021-03-30
759,759,7,2022-10-23
760,760,17,2020-03-02
761,761,1,2022-12-11
762,762,18,2019-01-22
763,763,6,2020-07-21
764,764,18,2022-10-10
765,765,11,2021-12-08
766,766,4,2022-04-22
767,767,19,2019-09-30
768,768,20,2022-03-23
769,769,7,2021-07-17
770,770,9,2021-06-30
771,771,20,2022-11-21
772,772,11,2019-05-13
773,773,5,2020-11-07
774,774,2,2021-11-19
775,775,9,2021-12-14
776,776,3,2020-03-21
777,777,12,2021-08-08
778,778,6,2020-07-20
779,779,9,2019-02-27
780,780,4,2019-10-08
781,781,5,2020-10-14
782,782,8,2021-09-02
783,783,16,2020-07-12
784,784,7,2022-04-25
785,785,5,2020-11-24
786,786,4,2019-08-18
787,787,8,2022-12-16
788,788,18,2019-03-24
789,789,17,2022-10-12
790,790,1,2020-07-12
791,791,16,2021-02-24
792,792,16,2022-05-24
793,793,11,2020-07-10
794,794,1,2021-08-06
795,795,18,2020-11-15
796,796,10,2019-11-30
797,797,3,2019-06-25
798,798,13,2022-10-29
799,799,8,2020-07-02
800,800,13,2020-07-18
801,801,12,2022-05-19
802,802,13,2021-06-01
803,803,9,2021-11-06
804,804,11,2019-01-21
805,805,3,2022-09-02
806,806,8,2019-12-20
807,807,9,2021-06-11
808,808,20,2020-11-22
809,809,2,2020-06-28
810,810,19,2019-06-11
811,811,20,2022-10-09
812,812,12,2020-05-01
813,813,11,2022-03-04
814,814,18,2019-01-25
815,815,13,2020-02-21
816,816,15,2020-01-13
817,817,17,2022-03-26
818,818,3,2022-03-16
819,819,6,2022-05-10
820,820,19,2021-08-22
821,821,17,2020-12-17
822,822,16,2021-12-21
823,823,18,2022-10-05
824,824,10,2020-03-08
825,825,11,2021-05-21
826,826,13,2020-06-25
827,827,12,2020-12-16
828,828,5,2022-02-19
829,829,6,2020-08-20
830,830,3,2019-08-22
831,831,12,2020-04-02
832,832,12,2020-04-23
833,833,11,2022-10-09
834,834,3,2020-06-28
835,835,5,2022-09-25
836,836,4,2020-12-04
837,837,4,2019-03-28
838,838,11,2020-01-21
839,839,13,2020-07-05
840,840,14,2019-04-18
841,841,13,2020-06-20
842,842,8,2022-04-15
843,843,3,2022-07-06
844,844,17,2020-09-26
845,845,14,2019-04-20
846,846,15,2020-02-02
847,847,8,2019-10-26
848,848,19,2021-07-06
849,849,9,2020-05-13
850,850,16,2022-12-11
851,851,8,2021-08-28
852,852,9,2019-10-05
853,853,7,2021-11-06
854,854,5,2020-08-22
855,855,17,2020-04-11
856,856,12,2021-07-07
857,857,8,2019-02-10
858,858,12,2021-05-28
859,859,19,2022-05-02
860,860,16,2021-11-02
861,861,4,2019-10-12
862,862,11,2019-08-26
863,863,4,2021-01-28
864,864,7,2021-08-25
865,865,2,2022-01-24
866,866,13,2020-01-10
867,867,20,2020-10-25
868,868,6,2019-12-12
869,869,7,2020-08-03
870,870,3,2020-03-19
871,871,12,2020-10-09
872,872,16,2020-05-09
873,873,2,2021-11-22
874,874,16,2019-07-02
875,875,7,2022-12-24
876,876,10,2019-06-11
877,877,4,2022-07-02
878,878,11,2022-09-07
879,879,1,2019-12-21
880,880,4,2019-10-11
881,881,10,2021-10-11
882,882,7,2020-08-26
883,883,5,2022-08-13
884,884,18,2019-12-23
885,885,3,2019-05-21
886,886,9,2022-05-11
887,887,3,2022-07-25
888,888,3,2020-08-06
889,889,14,2022-02-05
890,890,13,2021-07-07
891,891,18,2021-06-09
892,892,3,2019-07-03
893,893,9,2020-05-13
894,894,12,2022-08-10
895,895,6,2020-09-19
896,896,10,2019-05-07
897,897,5,2022-07-16
898,898,19,2021-04-19
899,899,11,2022-11-06
900,900,18,2019-10-29
901,901,7,2022-08-29
902,902,6,2021-08-14
903,903,19,2022-09-23
904,904,15,2022-09-23
905,905,20,2019-05-23
906,906,18,2020-07-10
907,907,18,2020-10-20
908,908,14,2020-01-23
909,909,15,2021-02-06
910,910,13,2021-08-21
911,911,2,2020-06-02
912,912,14,2022-12-15
913,913,19,2022-04-17
914,914,6,2019-03-14
915,915,4,2020-02-21
916,916,6,2022-07-09
917,917,2,2022-09-03
918,918,6,2019-06-23
919,919,3,2022-04-26
920,920,16,2021-05-29
921,921,1,2020-04-04
922,922,4,2022-11-14
923,923,4,2021-03-16
924,924,19,2022-09-26
925,925,5,2019-10-27
926,926,5,2021-02-11
927,927,19,2022-04-22
928,928,4,2020-01-31
929,929,3,2021-02-24
930,930,7,2022-06-05
931,931,20,2021-07-01
932,932,15,2022-10-29
933,933,16,2020-03-06
934,934,12,2022-08-28
935,935,7,2022-10-09
936,936,5,2022-06-15
937,937,5,2020-03-28
938,938,2,2019-11-30
939,939,20,2020-10-30
940,940,15,2022-04-02
941,941,17,2021-03-21
942,942,6,2020-09-27
943,943,19,2019-04-20
944,944,2,2019-09-18
945,945,10,2022-10-20
946,946,13,2019-03-23
947,947,20,2020-03-07
948,948,6,2021-12-19
949,949,9,2020-07-17
950,950,10,2020-01-27
951,951,18,2022-12-05
952,952,7,2019-04-11
953,953,14,2019-06-12
954,954,10,2022-11-23
955,955,1,2021-04-22
956,956,1,2019-01-14
957,957,9,2020-03-10
958,958,15,2021-08-02
959,959,10,2020-05-22
960,960,7,2020-03-13
961,961,14,2019-05-28
962,962,19,2019-11-02
963,963,3,2022-05-21
964,964,17,2019-09-17
965,965,18,2020-03-04
966,966,13,2021-08-15
967,967,3,2019-06-24
968,968,3,2022-10-09
969,969,19,2019-11-28
970,970,15,2021-09-05
971,971,9,2021-03-20
972,972,12,2021-08-30
973,973,2,2021-03-08
974,974,9,2022-02-20
975,975,5,2021-11-01
976,976,11,2021-02-05
977,977,15,2022-05-30
978,978,10,2021-03-06
979,979,12,2021-10-01
980,980,11,2021-12-29
981,981,18,2019-07-19
982,982,13,2020-01-04
983,983,3,2021-05-18
984,984,14,2022-05-09
985,985,16,2022-12-07
986,986,19,2020-09-22
987,987,12,2022-04-07
988,988,10,2022-07-11
989,989,16,2022-11-30
990,990,16,2021-06-25
991,991,13,2020-05-06
992,992,15,2022-11-04
993,993,7,2019-02-21
994,994,9,2022-04-24
995,995,13,2020-05-21
996,996,7,2019-08-03
997,997,1,2022-03-16
998,998,15,2019-09-20
999,999,16,2022-02-19
